지점,지점명,일시,평균기온(°C)
881,새만금,2019-11,10.8
881,새만금,2019-12,5.1
882,상무대,2015-01,.9
882,상무대,2015-02,1.9
882,상무대,2015-03,6.3
882,상무대,2015-04,12.3
882,상무대,2015-05,17.4
882,상무대,2015-06,21.1
882,상무대,2015-07,24.4
882,상무대,2015-08,25
882,상무대,2015-09,20.6
882,상무대,2015-10,15.4
882,상무대,2015-11,10.6
882,상무대,2015-12,4.5
882,상무대,2016-01,-.1
882,상무대,2016-02,2.1
882,상무대,2016-03,6.5
882,상무대,2016-04,13.3
882,상무대,2016-05,17.5
882,상무대,2016-06,21.3
882,상무대,2016-07,25.1
882,상무대,2016-08,25.7
882,상무대,2016-09,21.1
882,상무대,2016-10,15.9
882,상무대,2016-11,7.9
882,상무대,2016-12,3.2
882,상무대,2017-01,.6
882,상무대,2017-02,1.4
882,상무대,2017-03,5.4
882,상무대,2017-04,12.6
882,상무대,2017-05,17.5
882,상무대,2017-06,21.1
882,상무대,2017-07,26.2
882,상무대,2017-08,25.5
882,상무대,2017-09,20.4
882,상무대,2017-10,15.2
882,상무대,2017-11,6.9
882,상무대,2017-12,.3
882,상무대,2018-01,-1.7
882,상무대,2018-02,-.1
882,상무대,2018-03,7.9
882,상무대,2018-04,12.8
882,상무대,2018-05,17.2
882,상무대,2018-06,21.9
882,상무대,2018-07,26.8
882,상무대,2018-08,27.7
882,상무대,2018-09,20.8
882,상무대,2018-10,13.5
882,상무대,2018-11,8.6
882,상무대,2018-12,1.9
882,상무대,2019-01,.9
882,상무대,2019-02,2.1
882,상무대,2019-03,6.8
882,상무대,2019-04,11.5
882,상무대,2019-05,17.2
882,상무대,2019-06,20.4
882,상무대,2019-07,24.3
882,상무대,2019-08,25.9
882,상무대,2019-09,21.8
882,상무대,2019-10,15.5
882,상무대,2019-11,9.3
882,상무대,2019-12,3.4
883,새별오름,2015-12,6.8
883,새별오름,2016-01,2.7
883,새별오름,2016-02,4
883,새별오름,2016-03,7.9
883,새별오름,2016-04,14.2
883,새별오름,2016-05,17.1
883,새별오름,2016-06,20.4
883,새별오름,2016-07,24.8
883,새별오름,2016-08,25.5
883,새별오름,2016-09,21.7
883,새별오름,2016-10,17.7
883,새별오름,2016-11,10.8
883,새별오름,2016-12,6.7
883,새별오름,2017-01,3.7
883,새별오름,2017-02,3.7
883,새별오름,2017-03,6.9
883,새별오름,2017-04,13.4
883,새별오름,2017-05,17.5
883,새별오름,2017-06,20.3
883,새별오름,2017-07,26.1
883,새별오름,2017-08,25.6
883,새별오름,2017-09,21.1
883,새별오름,2017-10,16.5
883,새별오름,2017-11,8.9
883,새별오름,2017-12,2.9
883,새별오름,2018-01,.9
883,새별오름,2018-02,1.7
883,새별오름,2018-03,8.8
883,새별오름,2018-04,13.6
883,새별오름,2018-05,16.9
883,새별오름,2018-06,20.1
883,새별오름,2018-07,24.7
883,새별오름,2018-08,25.6
883,새별오름,2018-09,20.5
883,새별오름,2018-10,13.8
883,새별오름,2018-11,10.3
883,새별오름,2018-12,4.9
883,새별오름,2019-01,2.3
883,새별오름,2019-02,3.8
883,새별오름,2019-03,7.2
883,새별오름,2019-04,12.2
883,새별오름,2019-05,17
883,새별오름,2019-06,18.8
883,새별오름,2019-07,22.3
883,새별오름,2019-08,24.2
883,새별오름,2019-09,21.3
883,새별오름,2019-10,15.8
883,새별오름,2019-11,10.8
883,새별오름,2019-12,5.9
884,기상(과),2015-01,6.4
884,기상(과),2015-02,6.1
884,기상(과),2015-03,9.1
884,기상(과),2015-04,13.4
884,기상(과),2015-05,17.1
884,기상(과),2015-06,19.9
884,기상(과),2015-07,22.9
884,기상(과),2015-08,24.5
884,기상(과),2015-09,21
884,기상(과),2015-10,16.9
884,기상(과),2015-11,13.9
884,기상(과),2015-12,8.8
884,기상(과),2016-01,5.2
884,기상(과),2016-02,6.1
884,기상(과),2016-03,9.5
884,기상(과),2016-04,14.5
884,기상(과),2016-05,17.5
884,기상(과),2016-06,20.4
884,기상(과),2016-07,24.4
884,기상(과),2016-08,25.6
884,기상(과),2016-09,22.1
884,기상(과),2016-10,19.3
884,기상(과),2016-11,13.6
884,기상(과),2016-12,9.5
884,기상(과),2017-01,6.6
884,기상(과),2017-02,6.9
884,기상(과),2017-03,9.1
884,기상(과),2017-05,18.3
884,기상(과),2017-06,21
884,기상(과),2017-07,26.5
884,기상(과),2017-08,26.7
884,기상(과),2017-09,22.5
884,기상(과),2017-10,18.4
884,기상(과),2017-11,12.5
884,기상(과),2017-12,6.6
884,기상(과),2018-01,5.2
884,기상(과),2018-02,5.5
884,기상(과),2018-03,11.1
884,기상(과),2018-04,14.9
884,기상(과),2018-05,17.9
884,기상(과),2018-06,20.6
884,기상(과),2018-07,25.4
884,기상(과),2018-08,26.5
884,기상(과),2018-09,22.4
884,기상(과),2018-10,16.5
884,기상(과),2018-11,13.5
884,기상(과),2018-12,9.2
884,기상(과),2019-01,7.1
884,기상(과),2019-02,8.5
884,기상(과),2019-03,10.9
884,기상(과),2019-04,14.2
884,기상(과),2019-05,19.1
884,기상(과),2019-06,20.5
884,기상(과),2019-07,23.2
884,기상(과),2019-08,25.7
884,기상(과),2019-09,23
884,기상(과),2019-10,18.7
884,기상(과),2019-11,14.3
884,기상(과),2019-12,10
885,태풍센터,2015-01,4.9
885,태풍센터,2015-02,5
885,태풍센터,2015-03,8.1
885,태풍센터,2015-04,12.8
885,태풍센터,2015-05,17.1
885,태풍센터,2015-06,19.3
885,태풍센터,2015-07,22.4
885,태풍센터,2015-08,23.7
885,태풍센터,2015-09,20.2
885,태풍센터,2015-10,16.3
885,태풍센터,2015-11,12.9
885,태풍센터,2015-12,7.6
885,태풍센터,2016-01,3.6
885,태풍센터,2016-02,5
885,태풍센터,2016-03,8.7
885,태풍센터,2016-04,14.1
885,태풍센터,2016-05,17.1
885,태풍센터,2016-06,20.2
885,태풍센터,2016-07,24.6
885,태풍센터,2016-08,25.5
885,태풍센터,2016-09,21.7
885,태풍센터,2016-10,18.1
885,태풍센터,2016-11,11.9
885,태풍센터,2016-12,7.4
885,태풍센터,2017-01,4.8
885,태풍센터,2017-02,5.2
885,태풍센터,2017-03,7.7
885,태풍센터,2017-04,14.2
885,태풍센터,2017-05,17.6
885,태풍센터,2017-06,20.4
885,태풍센터,2017-07,25.9
885,태풍센터,2017-08,25.7
885,태풍센터,2017-09,21.4
885,태풍센터,2017-10,16.8
885,태풍센터,2017-11,10.5
885,태풍센터,2017-12,4.8
885,태풍센터,2018-01,2.9
885,태풍센터,2018-02,3.8
885,태풍센터,2018-03,9.6
885,태풍센터,2018-04,14.1
885,태풍센터,2018-05,17.2
885,태풍센터,2018-06,20
885,태풍센터,2018-07,24.9
885,태풍센터,2018-08,25.7
885,태풍센터,2018-09,21.4
885,태풍센터,2018-10,15.3
885,태풍센터,2018-11,11.4
885,태풍센터,2018-12,6.5
885,태풍센터,2019-01,4.6
885,태풍센터,2019-02,6
885,태풍센터,2019-03,9.1
885,태풍센터,2019-04,12.6
885,태풍센터,2019-05,18.1
885,태풍센터,2019-06,19.5
885,태풍센터,2019-07,22.7
885,태풍센터,2019-08,25
885,태풍센터,2019-09,22
885,태풍센터,2019-10,17.2
885,태풍센터,2019-11,12.4
885,태풍센터,2019-12,7.4
886,군산산단,2015-01,1.3
886,군산산단,2015-02,2.7
886,군산산단,2015-03,5.9
886,군산산단,2015-04,12.3
886,군산산단,2015-05,16.7
886,군산산단,2015-06,21.1
886,군산산단,2015-07,24.4
886,군산산단,2015-08,25.7
886,군산산단,2015-09,21.6
886,군산산단,2015-10,16.2
886,군산산단,2015-11,11
886,군산산단,2015-12,4.8
886,군산산단,2016-01,.4
886,군산산단,2016-02,2.6
886,군산산단,2016-03,6.7
886,군산산단,2016-04,12.9
886,군산산단,2016-05,18
886,군산산단,2016-06,22
886,군산산단,2016-07,26
886,군산산단,2016-08,27.3
886,군산산단,2016-09,22.4
886,군산산단,2016-10,16.4
886,군산산단,2016-11,8.8
886,군산산단,2016-12,4.2
886,군산산단,2017-01,1.3
886,군산산단,2017-02,2
886,군산산단,2017-03,6.1
886,군산산단,2017-04,12.7
886,군산산단,2017-05,17.9
886,군산산단,2017-06,21.4
886,군산산단,2017-07,26.5
886,군산산단,2017-08,26
886,군산산단,2017-09,21.3
886,군산산단,2017-10,16.1
886,군산산단,2017-11,7.7
886,군산산단,2017-12,1.4
886,군산산단,2018-01,-1.3
886,군산산단,2018-02,.2
886,군산산단,2018-03,7.6
886,군산산단,2018-04,12.4
886,군산산단,2018-05,17.4
886,군산산단,2018-06,21.6
886,군산산단,2018-07,26.8
886,군산산단,2018-08,27.6
886,군산산단,2018-09,21.5
886,군산산단,2018-10,14.3
886,군산산단,2018-11,9.1
886,군산산단,2018-12,2
886,군산산단,2019-01,.5
886,군산산단,2019-02,1.9
886,군산산단,2019-03,6.5
886,군산산단,2019-04,11.4
886,군산산단,2019-05,17.3
886,군산산단,2019-06,20.6
886,군산산단,2019-07,25.3
886,군산산단,2019-08,27.1
886,군산산단,2019-09,22.5
886,군산산단,2019-10,16.8
886,군산산단,2019-11,9.7
886,군산산단,2019-12,3.8
887,세종연기,2015-01,-1
887,세종연기,2015-02,1
887,세종연기,2015-03,6
887,세종연기,2015-04,12.5
887,세종연기,2015-05,18.5
887,세종연기,2015-06,22.8
887,세종연기,2015-07,25.1
887,세종연기,2015-08,25.6
887,세종연기,2015-09,20.4
887,세종연기,2015-10,13.9
887,세종연기,2015-11,9.3
887,세종연기,2015-12,2
887,세종연기,2016-01,-2.4
887,세종연기,2016-02,.5
887,세종연기,2016-03,6.7
887,세종연기,2016-04,14.2
887,세종연기,2016-05,18.9
887,세종연기,2016-06,23.3
887,세종연기,2016-07,26.2
887,세종연기,2016-08,26.8
887,세종연기,2016-09,21.7
887,세종연기,2016-10,15.1
887,세종연기,2016-11,6.3
887,세종연기,2016-12,1.7
887,세종연기,2017-01,-1.5
887,세종연기,2017-02,.3
887,세종연기,2017-03,5.6
887,세종연기,2017-04,13.7
887,세종연기,2017-05,18.5
887,세종연기,2017-06,22.3
887,세종연기,2017-07,26.8
887,세종연기,2017-08,25.3
887,세종연기,2017-09,19.9
887,세종연기,2017-10,14.2
887,세종연기,2017-11,5
887,세종연기,2017-12,-1.5
887,세종연기,2018-01,-3.6
887,세종연기,2018-02,-1.9
887,세종연기,2018-03,7.9
887,세종연기,2018-04,13
887,세종연기,2018-05,18.5
887,세종연기,2018-06,22.7
887,세종연기,2018-07,27.5
887,세종연기,2018-08,28.4
887,세종연기,2018-09,20.6
887,세종연기,2018-10,11.9
887,세종연기,2018-11,6.5
887,세종연기,2018-12,-.9
887,세종연기,2019-01,-1.7
887,세종연기,2019-02,.2
888,청남대,2015-01,-.5
888,청남대,2015-02,1.3
888,청남대,2015-03,6.1
888,청남대,2015-04,12.5
888,청남대,2015-05,18.6
888,청남대,2015-06,22.8
888,청남대,2015-07,24.9
888,청남대,2015-08,25.8
888,청남대,2015-09,20.8
888,청남대,2015-10,14.7
888,청남대,2015-11,9.7
888,청남대,2015-12,2.7
888,청남대,2016-01,-1.8
888,청남대,2016-02,.9
888,청남대,2016-03,6.6
888,청남대,2016-04,14.1
888,청남대,2016-05,19.1
888,청남대,2016-06,23.2
888,청남대,2016-07,25.9
888,청남대,2016-08,27.3
888,청남대,2016-09,22
888,청남대,2016-10,15.5
888,청남대,2016-11,7.2
888,청남대,2016-12,2.5
888,청남대,2017-01,-.7
888,청남대,2017-02,.7
888,청남대,2017-03,6
888,청남대,2017-04,13.7
888,청남대,2017-05,18.8
888,청남대,2017-06,22.5
888,청남대,2017-07,26.6
888,청남대,2017-08,25.4
888,청남대,2017-09,20.6
888,청남대,2017-10,15.2
888,청남대,2017-11,6.2
888,청남대,2017-12,-.5
888,청남대,2018-01,-3.1
888,청남대,2018-02,-1.1
888,청남대,2018-03,7.7
888,청남대,2018-04,13.1
888,청남대,2018-05,18.5
888,청남대,2018-06,22.8
888,청남대,2018-07,27.3
888,청남대,2018-08,28
888,청남대,2018-09,20.6
888,청남대,2018-10,12.6
888,청남대,2018-11,7.9
888,청남대,2018-12,.3
888,청남대,2019-01,-.4
888,청남대,2019-02,1.4
888,청남대,2019-03,6.8
888,청남대,2019-04,12
888,청남대,2019-05,18.7
888,청남대,2019-06,22
888,청남대,2019-07,25.1
888,청남대,2019-08,26.7
888,청남대,2019-09,22
888,청남대,2019-10,15.7
888,청남대,2019-11,8.5
888,청남대,2019-12,2.4
889,현충원,2015-01,-1.1
889,현충원,2015-02,1
889,현충원,2015-03,6
889,현충원,2015-04,13
889,현충원,2015-05,18.4
889,현충원,2015-06,23.2
889,현충원,2015-07,25.5
889,현충원,2015-08,26.1
889,현충원,2015-09,21.7
889,현충원,2015-10,15
889,현충원,2015-11,9.1
889,현충원,2015-12,1.7
889,현충원,2016-01,-2.5
889,현충원,2016-02,.6
889,현충원,2016-03,7
889,현충원,2016-04,14.1
889,현충원,2016-05,19.2
889,현충원,2016-06,23.2
889,현충원,2016-07,26.1
889,현충원,2016-08,27.6
889,현충원,2016-09,22.6
889,현충원,2016-10,16.3
889,현충원,2016-11,7.1
889,현충원,2016-12,1.5
889,현충원,2017-01,-1.6
889,현충원,2017-02,.1
889,현충원,2017-03,6.2
889,현충원,2017-04,13.6
889,현충원,2017-05,18.9
889,현충원,2017-06,22.9
889,현충원,2017-07,26.9
889,현충원,2017-08,25.6
889,현충원,2017-09,21.3
889,현충원,2017-10,15.2
889,현충원,2017-11,5.6
889,현충원,2017-12,-1.7
889,현충원,2018-01,-3.6
889,현충원,2018-02,-1.5
889,현충원,2018-03,8.1
889,현충원,2018-04,12.8
889,현충원,2018-05,18.1
889,현충원,2018-06,23
889,현충원,2018-07,27.7
889,현충원,2018-08,28.6
889,현충원,2018-09,21.2
889,현충원,2018-10,12.6
889,현충원,2018-11,7.3
889,현충원,2018-12,-.7
889,현충원,2019-01,-1.4
889,현충원,2019-02,.9
889,현충원,2019-03,6.9
889,현충원,2019-04,11.8
889,현충원,2019-05,18.9
889,현충원,2019-06,22.5
889,현충원,2019-07,26.2
889,현충원,2019-08,27.1
889,현충원,2019-09,22.4
889,현충원,2019-10,15.9
889,현충원,2019-11,7.2
889,현충원,2019-12,1.6
890,제주가시리,2015-12,7.7
890,제주가시리,2016-01,3.8
890,제주가시리,2016-02,5.2
890,제주가시리,2016-03,9.2
890,제주가시리,2016-04,14.7
890,제주가시리,2016-05,17.8
890,제주가시리,2016-06,20.5
890,제주가시리,2016-07,24.9
890,제주가시리,2016-08,26
890,제주가시리,2016-09,22
890,제주가시리,2016-10,18.4
890,제주가시리,2016-11,12.4
890,제주가시리,2016-12,8.2
890,제주가시리,2017-01,5.4
890,제주가시리,2017-02,5.9
890,제주가시리,2017-03,8.2
890,제주가시리,2017-04,14.7
890,제주가시리,2017-05,18
890,제주가시리,2017-06,20.8
890,제주가시리,2017-07,26.2
890,제주가시리,2017-08,26.1
890,제주가시리,2017-09,21.8
890,제주가시리,2017-10,17.4
890,제주가시리,2017-11,11.3
890,제주가시리,2017-12,5
890,제주가시리,2018-01,3.8
890,제주가시리,2018-02,4.2
890,제주가시리,2018-03,10.1
890,제주가시리,2018-04,14.9
890,제주가시리,2018-05,17.8
890,제주가시리,2018-06,20.8
890,제주가시리,2018-07,25.4
890,제주가시리,2018-08,26.3
890,제주가시리,2018-09,21.9
890,제주가시리,2018-10,16
890,제주가시리,2018-11,12.3
890,제주가시리,2018-12,7.4
890,제주가시리,2019-01,5.5
890,제주가시리,2019-02,7.1
890,제주가시리,2019-03,9.8
890,제주가시리,2019-04,13.6
890,제주가시리,2019-05,19
890,제주가시리,2019-06,20.3
890,제주가시리,2019-07,23.2
890,제주가시리,2019-08,25.6
890,제주가시리,2019-09,22.5
890,제주가시리,2019-10,17.9
890,제주가시리,2019-11,13.3
891,색달,2015-12,6.6
891,색달,2016-01,2.8
891,색달,2016-02,3.9
891,색달,2016-03,8.1
891,색달,2016-04,14.3
891,색달,2016-05,16.9
891,색달,2016-06,19.8
891,색달,2016-07,24.2
891,색달,2016-08,24.7
891,색달,2016-09,21.1
891,색달,2016-10,17.5
891,색달,2016-11,10.9
891,색달,2016-12,6.8
891,색달,2017-01,3.9
891,색달,2017-02,4.1
891,색달,2017-03,6.8
891,색달,2017-04,13.4
891,색달,2017-05,17.3
891,색달,2017-06,19.8
891,색달,2017-07,25.3
891,색달,2017-08,25
891,색달,2017-09,20.7
891,색달,2017-10,16.4
891,색달,2017-11,10
891,색달,2017-12,3.7
891,색달,2018-01,2.1
891,색달,2018-02,2.8
891,색달,2018-03,9.4
891,색달,2018-04,13.8
891,색달,2018-05,16.9
891,색달,2018-06,20
891,색달,2018-07,24.6
891,색달,2018-08,25.3
891,색달,2018-09,20.9
891,색달,2018-10,14.3
891,색달,2018-11,11.2
891,색달,2018-12,6.1
891,색달,2019-01,4
891,색달,2019-02,5.7
891,색달,2019-03,8.4
891,색달,2019-04,12.7
891,색달,2019-05,17.6
891,색달,2019-06,19.1
892,성산수산,2019-07,24
892,성산수산,2019-08,26
892,성산수산,2019-09,23.1
892,성산수산,2019-10,18.1
892,성산수산,2019-11,13.2
892,성산수산,2019-12,8.3
893,애월,2019-09,23.4
893,애월,2019-10,19.3
893,애월,2019-11,14.3
893,애월,2019-12,9.3
900,두서,2015-01,1.6
900,두서,2015-02,2.5
900,두서,2015-03,6.9
900,두서,2015-04,12
900,두서,2015-05,18.3
900,두서,2015-06,20.2
900,두서,2015-07,23
900,두서,2015-08,24.4
900,두서,2015-09,19.2
900,두서,2015-10,14
900,두서,2015-11,10.7
900,두서,2015-12,4.7
900,두서,2016-01,-.1
900,두서,2016-02,3.1
900,두서,2016-03,7.2
900,두서,2016-04,13
900,두서,2016-05,18.2
900,두서,2016-06,21.4
900,두서,2016-07,24.7
900,두서,2016-08,25.5
900,두서,2016-09,20.9
900,두서,2016-10,15.8
900,두서,2016-11,8.6
900,두서,2016-12,4.7
900,두서,2017-01,1.4
900,두서,2017-02,3.2
900,두서,2017-03,6.5
900,두서,2017-04,13.9
900,두서,2017-05,18.7
900,두서,2017-06,20.9
900,두서,2017-07,26.4
900,두서,2017-08,25
900,두서,2017-09,19.7
900,두서,2017-10,15.4
900,두서,2017-11,7.7
900,두서,2017-12,.5
900,두서,2018-01,-.5
900,두서,2018-02,1.2
900,두서,2018-03,8
900,두서,2018-04,13.3
900,두서,2018-05,17.5
900,두서,2018-06,21.3
900,두서,2018-07,26.1
900,두서,2018-08,25.9
900,두서,2018-09,20.2
900,두서,2018-10,13.6
900,두서,2018-11,8.6
900,두서,2018-12,2.9
900,두서,2019-01,2.3
900,두서,2019-02,3.8
900,두서,2019-03,8.6
900,두서,2019-04,11.7
900,두서,2019-05,18.5
900,두서,2019-06,20.5
900,두서,2019-07,24.1
900,두서,2019-08,25.4
900,두서,2019-09,21.3
900,두서,2019-10,15.9
900,두서,2019-11,9.6
900,두서,2019-12,3.7
901,울기,2015-01,4.1
901,울기,2015-02,5
901,울기,2015-03,8.9
901,울기,2015-04,12.4
901,울기,2015-05,17.3
901,울기,2015-06,19.2
901,울기,2015-07,21.7
901,울기,2015-08,24.4
901,울기,2015-09,21
901,울기,2015-10,17.3
901,울기,2015-11,12.9
901,울기,2015-12,7.4
901,울기,2016-01,2.6
901,울기,2016-02,5
901,울기,2016-03,9
901,울기,2016-04,13.7
901,울기,2016-05,17.4
901,울기,2016-06,19.7
901,울기,2016-07,22.4
901,울기,2016-08,26
901,울기,2016-09,21.6
901,울기,2016-10,17.8
901,울기,2016-11,11.3
901,울기,2016-12,7.2
901,울기,2017-01,3.9
901,울기,2017-02,5.1
901,울기,2017-03,8.5
901,울기,2017-04,13.7
901,울기,2017-05,17
901,울기,2017-06,19.3
901,울기,2017-07,22.9
901,울기,2017-08,24.8
901,울기,2017-09,21.3
901,울기,2017-10,17.3
901,울기,2017-11,10.6
901,울기,2017-12,3.7
901,울기,2018-01,2.2
901,울기,2018-02,3.8
901,울기,2018-03,9.5
901,울기,2018-04,13.6
901,울기,2018-05,16.4
901,울기,2018-06,19.7
901,울기,2018-07,24.6
901,울기,2018-08,26
901,울기,2018-09,21.2
901,울기,2018-10,16.1
901,울기,2018-11,12.1
901,울기,2018-12,5.4
901,울기,2019-01,4.5
901,울기,2019-02,6.3
901,울기,2019-03,10.2
901,울기,2019-04,12.6
901,울기,2019-05,18.1
901,울기,2019-06,19.8
901,울기,2019-07,22.2
901,울기,2019-08,25.5
901,울기,2019-09,22.1
901,울기,2019-10,18.2
901,울기,2019-11,12.5
901,울기,2019-12,6.9
902,시천,2015-01,.4
902,시천,2015-02,1.2
902,시천,2015-03,6.4
902,시천,2015-04,12.5
902,시천,2015-05,18
902,시천,2015-06,20.5
902,시천,2015-07,23.8
902,시천,2015-08,23.7
902,시천,2015-09,18.9
902,시천,2015-10,13.4
902,시천,2015-11,10
902,시천,2015-12,3.7
902,시천,2016-01,-.9
902,시천,2016-02,1.9
902,시천,2016-03,7.5
902,시천,2016-04,13.5
902,시천,2016-05,17.8
902,시천,2016-06,21.3
902,시천,2016-07,25.1
902,시천,2016-08,25.5
902,시천,2016-09,20.6
902,시천,2016-10,15.3
902,시천,2016-11,7.5
902,시천,2016-12,2.5
902,시천,2017-01,0
902,시천,2017-02,2.1
902,시천,2017-03,5.9
902,시천,2017-04,13.8
902,시천,2017-05,17.7
902,시천,2017-06,21.2
902,시천,2017-07,26.1
902,시천,2017-08,25
902,시천,2017-09,19.4
902,시천,2017-10,14.6
902,시천,2017-11,6.5
902,시천,2017-12,-.4
902,시천,2018-01,-1.5
902,시천,2018-02,.5
902,시천,2018-03,7.9
902,시천,2018-04,13.2
902,시천,2018-05,17.7
902,시천,2018-06,21.6
902,시천,2018-07,26.1
902,시천,2018-08,26.1
902,시천,2018-09,19.4
902,시천,2018-10,12.1
902,시천,2018-11,7.1
902,시천,2018-12,1.9
902,시천,2019-01,-.1
902,시천,2019-02,2.9
902,시천,2019-03,7.5
902,시천,2019-04,11.8
902,시천,2019-05,17.4
902,시천,2019-06,20.8
902,시천,2019-07,24.1
902,시천,2019-08,25
902,시천,2019-09,21.1
902,시천,2019-10,14.3
902,시천,2019-11,8.4
902,시천,2019-12,2.2
903,도천,2015-01,-.2
903,도천,2015-02,1.4
903,도천,2015-03,6.5
903,도천,2015-04,12.5
903,도천,2015-05,18.5
903,도천,2015-06,21.3
903,도천,2015-07,24.4
903,도천,2015-08,24.9
903,도천,2015-09,19.7
903,도천,2015-10,13.9
903,도천,2015-11,9.9
903,도천,2015-12,3
903,도천,2016-01,-1.6
903,도천,2016-02,2
903,도천,2016-03,7.8
903,도천,2016-04,13.8
903,도천,2016-05,18.5
903,도천,2016-06,22.4
903,도천,2016-07,26.2
903,도천,2016-08,26.8
903,도천,2016-09,21.4
903,도천,2016-10,15.8
903,도천,2016-11,7.4
903,도천,2016-12,2.4
903,도천,2017-01,-.2
903,도천,2017-02,2.2
903,도천,2017-03,6.4
903,도천,2017-04,13.9
903,도천,2017-05,18.8
903,도천,2017-06,22.5
903,도천,2017-07,27.8
903,도천,2017-08,26.5
903,도천,2017-09,20.3
903,도천,2017-10,15.4
903,도천,2017-11,6.1
903,도천,2017-12,-1.2
903,도천,2018-01,-2.3
903,도천,2018-02,0
903,도천,2018-03,8
903,도천,2018-04,13.6
903,도천,2018-05,18.2
903,도천,2018-06,22.4
903,도천,2018-07,27.2
903,도천,2018-08,27.1
903,도천,2018-09,20.4
903,도천,2018-10,12.6
903,도천,2018-11,6.5
903,도천,2018-12,.9
903,도천,2019-01,-.2
903,도천,2019-02,2.8
903,도천,2019-03,8
903,도천,2019-04,12.1
903,도천,2019-05,18.4
903,도천,2019-06,21.8
903,도천,2019-07,24.8
903,도천,2019-08,26
903,도천,2019-09,21.5
903,도천,2019-10,15.3
903,도천,2019-11,8
903,도천,2019-12,2
904,사상,2015-10,17.3
904,사상,2015-11,12.9
904,사상,2015-12,6.7
904,사상,2016-01,2
904,사상,2016-02,5
904,사상,2016-03,9.5
904,사상,2016-04,15.1
904,사상,2016-05,19.8
904,사상,2016-06,22.8
904,사상,2016-07,26.3
904,사상,2016-08,28
904,사상,2016-09,23.1
904,사상,2016-10,18.3
904,사상,2016-11,10.8
904,사상,2016-12,6.2
904,사상,2017-01,3.3
904,사상,2017-02,5
904,사상,2017-03,8.7
904,사상,2017-04,15.5
904,사상,2017-05,19.9
904,사상,2017-06,22.5
904,사상,2017-07,27.3
904,사상,2017-08,27.7
904,사상,2017-09,22.7
904,사상,2017-10,18.1
904,사상,2017-11,10.3
904,사상,2017-12,2.7
904,사상,2018-01,1.2
904,사상,2018-02,3.4
904,사상,2018-03,9.7
904,사상,2018-04,14.8
904,사상,2018-05,18.8
904,사상,2018-06,22.5
904,사상,2018-07,27.7
904,사상,2018-08,28.6
904,사상,2018-09,22.3
904,사상,2018-10,16
904,사상,2018-11,11.1
904,사상,2018-12,4.7
904,사상,2019-01,3.6
904,사상,2019-02,6.1
904,사상,2019-03,10.5
904,사상,2019-04,13.7
904,사상,2019-05,19.9
904,사상,2019-06,22
904,사상,2019-07,25.3
904,사상,2019-08,27.5
904,사상,2019-09,23.5
904,사상,2019-10,18.2
904,사상,2019-11,12
904,사상,2019-12,5.5
905,양산상북,2015-01,2.2
905,양산상북,2015-02,3.2
905,양산상북,2015-03,7.5
905,양산상북,2015-04,12.6
905,양산상북,2015-05,18.4
905,양산상북,2015-06,20.7
905,양산상북,2015-07,23.7
905,양산상북,2015-08,25.1
905,양산상북,2015-09,20.2
905,양산상북,2015-10,14.9
905,양산상북,2015-11,11.2
905,양산상북,2015-12,5
905,양산상북,2016-01,.4
905,양산상북,2016-02,3.6
905,양산상북,2016-03,7.7
905,양산상북,2016-04,13.6
905,양산상북,2016-05,18.4
905,양산상북,2016-06,21.7
905,양산상북,2016-07,25.3
905,양산상북,2016-08,26.2
905,양산상북,2016-09,21.5
905,양산상북,2016-10,16.5
905,양산상북,2016-11,8.8
905,양산상북,2016-12,4.4
905,양산상북,2017-01,2
905,양산상북,2017-02,3.6
905,양산상북,2017-03,7
905,양산상북,2017-04,14.2
905,양산상북,2017-05,18.8
905,양산상북,2017-06,21.5
905,양산상북,2017-07,26.9
905,양산상북,2017-08,26
905,양산상북,2017-09,20.7
905,양산상북,2017-10,16.5
905,양산상북,2017-11,8.3
905,양산상북,2017-12,.9
905,양산상북,2018-01,-.3
905,양산상북,2018-02,1.4
905,양산상북,2018-03,8.3
905,양산상북,2018-04,13.8
905,양산상북,2018-05,18
905,양산상북,2018-06,21.7
905,양산상북,2018-07,26.7
905,양산상북,2018-08,26.7
905,양산상북,2018-09,20.6
905,양산상북,2018-10,14
905,양산상북,2018-11,8.8
905,양산상북,2018-12,3.1
905,양산상북,2019-01,2.2
905,양산상북,2019-02,4.5
905,양산상북,2019-03,8.5
905,양산상북,2019-04,12.4
905,양산상북,2019-05,18.7
905,양산상북,2019-06,20.9
905,양산상북,2019-07,24.3
905,양산상북,2019-08,25.9
905,양산상북,2019-09,22.9
905,양산상북,2019-10,18.3
905,양산상북,2019-11,11.5
905,양산상북,2019-12,5.2
906,화개,2015-01,1
906,화개,2015-02,2.1
906,화개,2015-03,7.2
906,화개,2015-04,13.2
906,화개,2015-05,18.3
906,화개,2015-06,21.1
906,화개,2015-07,24.2
906,화개,2015-08,24.6
906,화개,2015-09,19.8
906,화개,2015-10,14.5
906,화개,2015-11,10.6
906,화개,2015-12,4.1
906,화개,2016-01,-.1
906,화개,2016-02,2
906,화개,2016-03,7.8
906,화개,2016-04,14.3
906,화개,2016-05,18.1
906,화개,2016-06,21.9
906,화개,2016-07,25.6
906,화개,2016-08,26.5
906,화개,2016-09,21.3
906,화개,2016-10,15.9
